Rule,Severity,Clock_Pair,Exception,Source,Destination,Classification,Semantic_Family,Result,Evidence,Change
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/commit_seen_axi_reg[1]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/commit_seen_axi_reg[2]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[2]/C,G2B_ONECH_C2H/commit_seen_axi_reg[2]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/commit_seen_axi_reg[3]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-15,Warning,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[3]/C,G2B_ONECH_C2H/commit_seen_axi_reg[3]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-6,Warning,nvp_vclk1->userclk1,False Path,G2B_ONECH_C2H/commit_toggle_source_reg[3:0]/C,G2B_ONECH_C2H/commit_sync1_axi_reg[3:0]/D,TOGGLE_HANDSHAKE,MULTIBIT_CDC,PASS,Unchanged exact CDC-6 row; independent per-slot toggle bits are synchronized independently and consumed by per-slot state,EXACT_PRIOR_ROW
CDC-3,Info,nvp_vclk1->userclk1,False Path,G2B_ONECH_C2H/source_drop_event_reg/C,G2B_ONECH_C2H/drop_sync1_axi_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-3,Info,nvp_vclk1->userclk1,False Path,G2B_ONECH_C2H/enable_ack_toggle_source_reg/C,G2B_ONECH_C2H/enable_ack_sync1_axi_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/error_status_axi_reg[4]/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_clear_qualified_axi_reg/D,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,REVIEWED_REPRESENTATIVE_CHANGE
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[0]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[1]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[2]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[3]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[4]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[5]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[6]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[7]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[8]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[9]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[10]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[11]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[12]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[13]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[14]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[15]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[16]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[17]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[18]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[19]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[20]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[21]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[22]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[23]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[24]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[25]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[26]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[27]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[28]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[29]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[30]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/own_ok_hold_source_reg/C,G2B_ONECH_C2H/fatal_generation_axi_reg[31]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,OWNERSHIP_RESULT,PASS,Retained source-to-AXI aggregate 6 ns bound; stable acknowledged ownership result; BS3 safety proof,EXACT_PRIOR_ROW
CDC-3,Info,nvp_vclk1->userclk1,False Path,G2B_ONECH_C2H/source_formatter_fatal_event_reg/C,G2B_ONECH_C2H/formatter_fatal_sync1_axi_reg/D,INTENTIONAL_TWO_STAGE_SYNCHRONIZER,LEVEL_SYNCHRONIZER,PASS,Exact unchanged report row; ASYNC_REG depth 2. CDC-10 source_ready/fatal level is held through handshake; four exact chain-cell attributes verified in continuation.,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[0]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[1]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[2]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[3]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[4]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[5]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[6]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[7]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[8]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[9]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[10]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[11]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[12]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[13]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[14]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[15]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[16]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[17]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[18]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[19]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[20]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[21]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[22]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[23]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
CDC-1,Critical,nvp_vclk1->userclk1,Max Delay Datapath Only,G2B_ONECH_C2H/reset_commit_phase_hold_source_reg[1]/C,G2B_ONECH_C2H/global_stream_next_axi_reg[24]/CE,STABLE_DATA_WITH_SYNCHRONIZED_QUALIFIER,RESET_RETURN,PASS,Group 13 promoted two-family settling and completion-barrier structural proof; retained aggregate destination coverage,EXACT_PRIOR_ROW
